CNPJ      ;SEQUENCIAL DO CNPJ;DV DO CNPJ;NOME INSTITUIÇÃO                                                                                                                                                                                        ;SEGMENTO                                                    ;CÓD COMPE AG;NOME AGÊNCIA                                                ;ENDEREÇO                                ;NÚMERO    ;COMPLEMENTO                                       ;BAIRRO                        ;CEP      ;MUNICíPIO                                                   ;UF;DATA INÍCIO;DDD  ;FONE                                                                                            
60.746.948;7041;95;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5883;SANTO ANTONIO, RN                                           ;RUA PROFESSOR JOSE DE ANCHIETA, S/N     ;          ;                                                  ;CENTRO                        ;59255-000;SANTO ANTONIO                                               ;RN;12/09/2011;84;32822840
60.746.948;7043;57;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5880;NOVA CRUZ, RN                                               ;RUA XV DE NOVEMBRO, 135                 ;          ;                                                  ;CENTRO                        ;59215-000;NOVA CRUZ                                                   ;RN;23/09/2011;84;32812202
60.746.948;7050;86;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5872;CANGUARETAMA, RN                                            ;RUA JOAO TEIXEIRA DE CARVALHO, 149      ;          ;                                                  ;CENTRO                        ;59190-000;CANGUARETAMA                                                ;RN;23/09/2011;84;32412240
60.746.948;7196;21;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5878;MACAU, RN                                                   ;RUA MARTINS FERREIRA, 87                ;          ;                                                  ;CENTRO                        ;59500-000;MACAU                                                       ;RN;10/10/2011;84;35211854
60.746.948;7247;06;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;2632;AGÊNCIA CORPORATE NATAL, RN                                 ;AV.RIO BRANCO, 477, 2 PAV.              ;          ;                                                  ;CENTRO                        ;59025-001;NATAL                                                       ;RN;28/11/2011;84;32011117
60.746.948;7308;62;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5773;CABEDELO, PB                                                ;RUA PASTOR JOSÉ ALVES DE OLIVEIRA,89    ;          ;                                                  ;CENTRO                        ;58310-000;CABEDELO                                                    ;PB;28/11/2011;83;32281398
60.746.948;7436;89;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5784;QUEIMADAS, PB                                               ;RUA JOAO BARBOSA DA SILVA, 108          ;          ;                                                  ;CENTRO                        ;58475-000;QUEIMADAS                                                   ;PB;25/10/2011;83;33921315
60.746.948;7441;46;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;3457;PRINCESA ISABEL - PB                                        ;RUA JUAREZ TÁVORA                       ;38;                                                  ;CENTRO                        ;58755-000;PRINCESA ISABEL                                             ;PB;20/11/2017;0;0
60.746.948;7442;27;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5778;ITAPORANGA, PB                                              ;RUA HORÁCIO GOMES                       ;155;                                                  ;CENTRO                        ;58780-000;ITAPORANGA                                                  ;PB;11/11/2011;83;34512989
60.746.948;7443;08;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5781;MONTEIRO, PB                                                ;AVENIDA OLÍMPIO GOMES                   ;276;                                                  ;CENTRO                        ;58500-000;MONTEIRO                                                    ;PB;09/11/2011;87;33512198
60.746.948;7457;03;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5873;CARAUBAS  RN                                                ;RUA RODOLFO FERNANDES                   ;78;                                                  ;CENTRO                        ;59780-000;CARAUBAS                                                    ;RN;03/11/2011;84;31503341
60.746.948;7458;94;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5774;CATOLE DO ROCHA, PB                                         ;PRACA GERONIMO ROSADO, S/N              ;          ;                                                  ;CENTRO                        ;58884-000;CATOLE DO ROCHA                                             ;PB;10/11/2011;83;34411089
60.746.948;7459;75;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5882;PAU DOS FERROS, RN                                          ;RUA QUINTINO BOCAIUVA, 52               ;          ;                                                  ;CENTRO                        ;59900-000;PAU DOS FERROS                                              ;RN;21/11/2011;84;33513969
60.746.948;7471;61;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5786;SAO JOAO DO RIO DO PEIXE, PB                                ;RUA DJALMA DUTRA, 6                     ;          ;                                                  ;CENTRO                        ;58910-000;SAO JOAO DO RIO DO PEIXE                                    ;PB;11/11/2011;83;35352445
60.746.948;7472;42;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5775;CONCEICAO, PB                                               ;RUA PREFEITO JOÃO FAUSTO                ;390;                                                  ;CENTRO                        ;58970-000;CONCEICAO                                                   ;PB;10/11/2011;83;345322850
60.746.948;7523;27;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5884;SAO JOSE DE MIPIBU, RN                                      ;RUA CAPITAO JOAQUIM DANTAS, 1           ;          ;                                                  ;CENTRO                        ;59162-000;SAO JOSE DE MIPIBU                                          ;RN;09/11/2011;84;32732767
60.746.948;7524;08;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5875;GOIANINHA, RN                                               ;RUA DOUTOR ANTONIO DE SOUZA             ;318;                                                  ;CENTRO                        ;59173-000;GOIANINHA                                                   ;RN;10/11/2011;84;32432555
60.746.948;7525;99;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5879;MONTE ALEGRE, RN                                            ;RUA JUVENAL LAMARTINE, 73               ;          ;                                                  ;CENTRO                        ;59182-000;MONTE ALEGRE                                                ;RN;09/11/2011;84;32762044
60.746.948;7527;50;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5876;JOAO CAMARA, RN                                             ;RUA ANTONIO PROENCA, 357                ;          ;                                                  ;CENTRO                        ;59550-000;JOAO CAMARA                                                 ;RN;09/11/2011;84;32622879
60.746.948;7532;18;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5877;MACAIBA, RN                                                 ;RUA DOUTOR PEDRO MATOS, 1               ;          ;                                                  ;CENTRO                        ;59280-000;MACAIBA                                                     ;RN;09/11/2011;84;32712601
60.746.948;7533;07;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5874;CEARA-MIRIM, RN                                             ;RUA DOUTOR MANOEL VARELA                ;477;                                                  ;CENTRO                        ;59570-000;CEARA-MIRIM                                                 ;RN;08/11/2011;84;32744031
60.746.948;7629;85;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;3449;ARARUNA - PB                                                ;RUA PRESIDENTE EPITÁCIO PESSOA          ;140;TÉRREO                                            ;CENTRO                        ;58233-000;ARARUNA                                                     ;PB;20/11/2017;0;0
60.746.948;7819;39;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;3446;PIANCÓ - PB                                                 ;RUA HERNANE SÁTIRO                      ;S/N       ;                                                  ;CENTRO                        ;58765-000;PIANCO                                                      ;PB;20/11/2017;0;0
60.746.948;8347;22;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;2655;AVENIDA MARECHAL FLORIANO PEIXOTO - URB. CAMPINA GRANDE, PB ;AVENIDA MARECHAL FLORIANO PEIXOTO       ;360;                                                  ;CENTRO                        ;58400-180;CAMPINA GRANDE                                              ;PB;19/11/2014;83;33227626
60.746.948;8665;00;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5611;BAIRRO DOS ESTADOS – URB. JOÃO PESSOA, PB                   ;AVENIDA PRESIDENTE EPITACIO PESSOA      ;1797;                                                  ;ESTADOS                       ;58030-002;JOAO PESSOA                                                 ;PB;10/10/2016;0;0
60.746.948;8667;64;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5610;RUA PRESIDENTE JOAO PESSOA   URB  CAMPINA GRANDE  PB        ;RUA PRESIDENTE JOAO PESSOA              ;73;                                                  ;CENTRO                        ;58400-002;CAMPINA GRANDE                                              ;PB;10/10/2016;0;0
60.746.948;8728;10;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;7152;BAIRRO LAGOA NOVA   URB  NATAL  RN                          ;AVENIDA PRUDENTE DE MORAIS              ;3346;                                                  ;LAGOA NOVA                    ;59054-700;NATAL                                                       ;RN;10/10/2016;0;0
60.746.948;8729;00;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;7139;AV  ALBERTO MARANHAO   URB  MOSSORO  RN                     ;AVENIDA ALBERTO MARANHAO                ;1887;                                                  ;CENTRO                        ;59600-195;MOSSORO                                                     ;RN;10/10/2016;0;0
60.746.948;8740;07;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;7151;CIDADE JARDIM   URB  NATAL  RN                              ;AV ENGENHEIRO ROBERTO FREIRE            ;340;SHOPPING CIDADE JARDIM LJ 22                      ;CAPIM MACIO                   ;59080-900;NATAL                                                       ;RN;10/10/2016;0;0
60.746.948;8741;98;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;7140;AV  DEODORO   URB  NATAL  RN                                ;AVENIDA DEODORO DA FONSECA              ;745;                                                  ;TIROL                         ;59020-600;NATAL                                                       ;RN;10/10/2016;0;0
60.746.948;9305;27;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;3413;JAGUARIBE - URB. JOÃO PESSOA - PB                           ;RUA PREFEITO OSVALDO PESSOA             ;196;                                                  ;JAGUARIBE                     ;58015-510;JOAO PESSOA                                                 ;PB;20/11/2017;0;0
60.746.948;9306;08;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;3425;BEIRA RIO - URB. JOÃO PESSOA - PB                           ;AVENIDA MINISTRO JOSÉ AMÉRICO DE ALMEIDA;601;                                                  ;TORRE                         ;58040-300;JOAO PESSOA                                                 ;PB;20/11/2017;0;0
60.746.948;9307;99;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;6230;PRATA - URB. CAMPINA GRANDE - PB                            ;RUA NILO PEÇANHA                        ;588;                                                  ;PRATA                         ;58400-515;CAMPINA GRANDE                                              ;PB;20/11/2017;0;0
60.746.948;9308;70;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;3439;BANCÁRIOS - URB. JOÃO PESSOA - PB                           ;RUA WALFREDO MACEDO BRANDÃO             ;636;LOJA 2                                            ;JARDIM CIDADE UNIVERSITÁRIA   ;58052-200;JOAO PESSOA                                                 ;PB;20/11/2017;0;0
60.746.948;9309;50;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;3461;BESSA - URB. JOÃO PESSOA - PB                               ;RUA FRANCISCO LEOCÁDIO RIBEIRO COUTINHO ;386;                                                  ;AEROCLUBE                     ;58036-450;JOAO PESSOA                                                 ;PB;20/11/2017;0;0
60.746.948;9310;94;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;3433;RUA JOSEFA TAVEIRA - URB. JOÃO PESSOA - PB                  ;RUA JOSEFA TAVEIRA                      ;314;                                                  ;MANGABEIRA                    ;58055-000;JOAO PESSOA                                                 ;PB;20/11/2017;0;0
60.746.948;9311;75;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;3468;TAMBIÁ - URB. JOÃO PESSOA - PB                              ;AVENIDA SANTOS DUMONT                   ;170;                                                  ;CENTRO                        ;58013-170;JOAO PESSOA                                                 ;PB;20/11/2017;0;0
60.746.948;9312;56;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;3452;AREIA - PB                                                  ;RUA GETÚLIO VARGAS                      ;100;                                                  ;CENTRO                        ;58397-000;AREIA                                                       ;PB;20/11/2017;0;0
60.746.948;9313;37;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;3445;AVENIDA ASSIS CHATEAUBRIAND - URB. CAMPINA GRANDE - PB      ;AVENIDA JORNALISTA ASSIS CHATEAUBRIAND  ;826;                                                  ;LIBERDADE                     ;58414-060;CAMPINA GRANDE                                              ;PB;20/11/2017;0;0
60.746.948;9709;01;BANCO BRADESCO S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;5225;PRIME MANAÍRA - URB. JOÃO PESSOA, PB.                       ;AVENIDA GENERAL EDSON RAMALHO           ;834;LOJA 1                                            ;MANAIRA                       ;58038-102;JOAO PESSOA                                                 ;PB;08/07/2019;83;32475445
61.186.680;0042;42;BANCO BMG S.A.                                                                                                                                                                                          ;Banco Múltiplo                                              ;0042;FILIAL   NATAL RN                                           ;RUA PRINCESA ISABEL                     ;681;                                                  ;CIDADE ALTA                   ;59025-400;NATAL                                                       ;RN;01/06/2010;84;36063115
61.186.680;0059;90;BANCO BMG S.A.                                                                                                                                                                                          ;Banco Múltiplo                                              ;0059;AG. JOÃO PESSOA/PB                                          ;AV. PRESIDENTE EPITACIO PESSOA          ;2200;                                                  ;TAMBAUZINHO                   ;58042-006;JOAO PESSOA                                                 ;PB;27/04/2017;83;21065233
62.232.889;0032;96;BANCO DAYCOVAL S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;0032;NATAL                                                       ;RUA ROMUALDO GALVÃO, 1703               ;          ;SALAS 215, 216 E 217                              ;LAGOA NOVA                    ;59056-100;NATAL                                                       ;RN;08/06/2010;84;32064680
62.232.889;0050;78;BANCO DAYCOVAL S.A.                                                                                                                                                                                     ;Banco Múltiplo                                              ;0050;JOÃO PESSOA                                                 ;AV. GOVERNADOR FLAVIO RIBEIRO COUTINHO  ;115;3º ANDAR - SALA 327 - PISO MAG. SHOPPING          ;MANAIRA                       ;58037-000;JOAO PESSOA                                                 ;PB;21/08/2012;83;30215800
90.400.888;1219;50;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;0080;NATAL                                                       ;AV. RIO BRANCO, 704                     ;          ;                                                  ;CENTRO                        ;59025-002;NATAL                                                       ;RN;31/08/2006;84;2201400
90.400.888;1220;94;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;0213;JOAO PESSOA                                                 ;PRACA 1817, 81                          ;          ;                                                  ;CENTRO                        ;58013-010;JOAO PESSOA                                                 ;PB;31/08/2006;83;2182800
90.400.888;2116;07;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4186;GUARABIRA-PB                                                ;RUA SABINIANO MAIA, 655                 ;          ;                                                  ;BAIRRO NOVO                   ;58200-000;GUARABIRA                                                   ;PB;30/04/2009;0;0
90.400.888;2118;60;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;3175;J.PESSOA-CENTRO                                             ;AV. GAL.OSORIO,415                      ;          ;                                                  ;CENTRO                        ;58010-780;JOAO PESSOA                                                 ;PB;30/04/2009;832;4142233
90.400.888;2119;41;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4188;J.PESSOA-CRUZ DAS ARMAS                                     ;AVENIDA CRUZ DAS ARMAS, 544             ;          ;                                                  ;OITIZEIRO                     ;58085-000;JOAO PESSOA                                                 ;PB;30/04/2009;0;0
90.400.888;2120;85;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;3857;J.PESSOA-EPITACIO PESSOA                                    ;AV PRESIDENTE EPITACIO PESSOA 1863      ;          ;                                                  ;DOS ESTADOS                   ;58030-002;JOAO PESSOA                                                 ;PB;30/04/2009;832;4423680
90.400.888;2121;66;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4333;001 4333 J PESSOA ESPACO CULTURAL                           ;AV PRES EPITACIO PESSOA                 ;1863;                                                  ;ESTADOS                       ;58030-002;JOAO PESSOA                                                 ;PB;30/04/2009;83;2147076
90.400.888;2122;47;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4370;J.PESSOA-TAMBAU                                             ;AVENIDA SENADOR RUY CARNEIRO, 241       ;          ;                                                  ;TAMBAU                        ;58039-180;JOAO PESSOA                                                 ;PB;30/04/2009;12;39341778
90.400.888;2123;28;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4312;J.PESSOA-UFPB                                               ;CAMPUS 1 - S/N                          ;          ;                                                  ;CIDADE UNIVERSITARIA          ;58051-970;JOAO PESSOA                                                 ;PB;30/04/2009;83;32559400
90.400.888;2124;09;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4181;J.PESSOA-VARADOURO                                          ;RUA MACIEL PINHEIRO, 225                ;          ;                                                  ;VARADOURO                     ;58010-130;JOAO PESSOA                                                 ;PB;30/04/2009;0;116
90.400.888;2125;90;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4659;001 4659 URB J PESSOA TAMBAUZINHO                           ;AV PRES EPITACIO PESSOA                 ;1863;                                                  ;ESTADOS                       ;58030-002;JOAO PESSOA                                                 ;PB;30/04/2009;83;32099800
90.400.888;2127;51;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4532;AG. URB-JOAO PESSOA-DQ.CAXIAS                               ;PCA 1817                                ;81;                                                  ;CENTRO                        ;58013-010;JOAO PESSOA                                                 ;PB;30/04/2009;83;32411260
90.400.888;2313;81;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4183;J.PESSOA-B. DOS ESTADOS                                     ;AV PRES EPITACIO PESSOA , 1863          ;          ;                                                  ;ESTADOS                       ;58030-002;JOAO PESSOA                                                 ;PB;30/04/2009;0;0
90.400.888;2377;46;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4543;AG. URB-NATAL-LAGOA SECA                                    ;AVENIDA PRUDENTE DE MORAIS, 3020        ;          ;                                                  ;LAGOA SECA                    ;59022-305;NATAL                                                       ;RN;30/04/2009;84;32773300
90.400.888;2402;91;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4184;PATOS-PB                                                    ;RUA SOLON DE LUCENA, S/N                ;          ;                                                  ;CENTRO                        ;58700-000;PATOS                                                       ;PB;30/04/2009;0;0
90.400.888;2410;00;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4456;AG. 4456 - MOSSORO                                          ;RUA CEL. VICENTE SABOIA, 17             ;          ;                                                  ;CENTRO                        ;59600-120;MOSSORO                                                     ;RN;30/04/2009;11;33189600
90.400.888;2411;82;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4187;SOUSA-PB                                                    ;RUA CORONEL JOSE VICENTE, 02            ;          ;                                                  ;CENTRO                        ;58800-005;SOUSA                                                       ;PB;30/04/2009;0;0
90.400.888;2418;59;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4667;AG. URB-NATAL-TIROL                                         ;AVENIDA CAMPOS SALES, 620               ;          ;                                                  ;TIROL                         ;59020-300;NATAL                                                       ;RN;30/04/2009;84;32113846
90.400.888;2419;30;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4650;AG. URB-NATAL-RIO BRANCO                                    ;AVENIDA RIO BRANCO,                     ;704;                                                  ;CIDADE ALTA                   ;59025-002;NATAL                                                       ;RN;30/04/2009;84;32201400
90.400.888;2420;73;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4322;NATAL CENTRO COML.                                          ;RUA GAL. OSORIO, 262                    ;          ;                                                  ;CIDADE ALTA                   ;59025-150;NATAL                                                       ;RN;30/04/2009;84;2211637
90.400.888;2421;54;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;3211;001-3211 NATAL-AV. PRUDENTE DE MORAIS                       ;AV. PRUDENTE DE MORAIS                  ;3020;                                                  ;LAGOA SECA                    ;59022-305;NATAL                                                       ;RN;30/04/2009;84;32039400
90.400.888;2423;16;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;3082;001-3082 CAMPINA GRANDE                                     ;PRACA TEN.  ALFREDO DANTAS, 32          ;          ;                                                  ;CENTRO                        ;58400-107;CAMPINA GRANDE                                              ;PB;30/04/2009;83;3413602
90.400.888;2424;05;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4586;AG. URB-CAMPINA GDE-CENTRO                                  ;R MARQ DO HERVAL                        ;107;                                                  ;CENTRO                        ;58400-087;CAMPINA GRANDE                                              ;PB;30/04/2009;83;33159800
90.400.888;2426;69;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4182;CAMPINA GDE.R.MARQUES HER                                   ;RUA MARQUES DO HERVAL, 107              ;          ;                                                  ;CENTRO                        ;58400-087;CAMPINA GRANDE                                              ;PB;30/04/2009;83;33159800
90.400.888;2431;26;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;4185;CAJAZEIRAS-PB                                               ;AVENIDA COM. VITAL  ROLIM,, 724         ;          ;                                                  ;CENTRO                        ;58900-000;CAJAZEIRAS                                                  ;PB;30/04/2009;83;35324600
90.400.888;2650;14;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;0974;001-0974 AV CANAL-INT-PB                                    ;RUA GILO GUEDES, 278                    ;          ;TÉRREO, LOJA 2                                    ;CENTRO                        ;58400-195;CAMPINA GRANDE                                              ;PB;15/12/2010;83;33159700
90.400.888;2711;70;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;1575;001 1575-PONTA NEGRA-NATAL-RN                               ;AV ENG ROBERTO FREIRE, 1436             ;          ;                                                  ;CAPIM MACIO                   ;59082-400;NATAL                                                       ;RN;29/07/2011;84;32351150
90.400.888;2726;57;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;1592;001-1592 MANAIRA-J.PESSOA-PB                                ;AV GOV FLAVIO RIBEIRO COUTINHO ,287     ;          ;                                                  ;MANAIRA                       ;58037-000;JOAO PESSOA                                                 ;PB;28/12/2011;83;32361400
90.400.888;2931;40;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;1799;001-1799 SELECT JOAO PESSOA                                 ;AV PRES EPITACIO PESSOA                 ;2712;                                                  ;TAMBAUZINHO                   ;58042-006;JOAO PESSOA                                                 ;PB;01/09/2014;83;21083400
90.400.888;2964;08;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;1828;001-1828 SELECT NATAL                                       ;AV PRUDENTE DE MORAIS                   ;3127;                                                  ;LAGOA SECA                    ;59022-310;NATAL                                                       ;RN;27/10/2015;84;33423900
90.400.888;3080;07;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;2120;001 2120 CAICO-RN                                           ;AV CORONEL MARTINIANO                   ;911;                                                  ;CENTRO                        ;59300-000;CAICO                                                       ;RN;10/06/2019;84;34214305
90.400.888;3088;64;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;2292;001 2292 SAO GONCALO AMARANTE-RN                            ;AV BACHAREL TOMAZ LANDIM                ;2125;LJ 2B                                             ;JARDIM LOLA                   ;59296-802;SAO GONCALO DO AMARANTE                                     ;RN;02/08/2019;11;35530372
90.400.888;3104;19;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;2301;001 2301 MANGABEIRA-J.PESSOA-PB                             ;R JOSEFA TAVEIRA                        ;414;                                                  ;MANGABEIRA                    ;58055-000;JOAO PESSOA                                                 ;PB;02/08/2019;11;35530372
90.400.888;3125;43;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;2334;001 2334 PARNAMIRIN-RN                                      ;AV BRIGADEIRO EVERALDO BREVES           ;232;                                                  ;CENTRO                        ;59140-200;PARNAMIRIM                                                  ;RN;19/12/2019;11;35530372
90.400.888;3136;04;BANCO SANTANDER (BRASIL) S.A.                                                                                                                                                                           ;Banco Múltiplo                                              ;2364;001 2364 MAMANGUAPE-PB                                      ;R MARCOS BARBOSA                        ;400;                                                  ;CENTRO                        ;58280-000;MAMANGUAPE                                                  ;PB;19/12/2019;11;35530372
